studentId,name,department,address,phoneNumber
846,John Brown,Biotechnology,"477 Park Ave, Springfield, TX",493-825-1022
847,Sarah Moore,Mechanical Engineering,"897 Elm St, Greenville, NY",408-210-7394
848,Jane Smith,Chemical Engineering,"360 Park Ave, Riverside, CA",714-434-2123
849,Katie Davis,Biotechnology,"604 Main St, Springfield, TX",975-916-1371
850,David Moore,Mechanical Engineering,"647 Pine St, Franklin, TX",438-743-1221
851,David Jones,Chemical Engineering,"589 Pine St, Franklin, NY",845-483-6780
852,Chris Smith,Chemistry,"506 Elm St, Franklin, TX",682-914-8613
853,Laura Williams,Mechanical Engineering,"311 Elm St, Riverside, TX",870-531-6019
854,Sarah Taylor,Biotechnology,"253 Oak St, Springfield, IL",415-857-4639
855,Sarah Miller,Computer Science,"484 Park Ave, Riverside, NY",490-232-7848
856,Jane Davis,Economics,"750 Oak St, Fairview, TX",203-655-6212
857,John Smith,Biotechnology,"205 Oak St, Riverside, CA",519-531-4770
858,David Miller,Civil Engineering,"366 Birch St, Greenville, FL",274-158-3120
859,Alex Davis,Economics,"324 High St, Springfield, CA",583-134-8961
860,Laura Johnson,Chemistry,"585 Elm St, Fairview, TX",648-259-3414
861,Sarah Miller,Mathematics,"355 Cedar St, Riverside, IL",687-685-9401
862,Michael Smith,Chemical Engineering,"240 Maple St, Fairview, CA",312-269-9636
863,Chris Davis,Economics,"229 Maple St, Franklin, FL",480-336-6726
864,Laura Smith,Mathematics,"925 Maple St, Riverside, TX",959-743-1769
865,Jane Taylor,Electrical Engineering,"317 Cedar St, Springfield, FL",768-570-7268
866,Michael Brown,Computer Science,"956 Elm St, Greenville, FL",494-169-2360
867,Alex Brown,Civil Engineering,"78 Birch St, Fairview, TX",283-507-3375
868,Michael Smith,Physics,"583 Park Ave, Springfield, NY",679-701-3372
869,Laura Jones,Chemistry,"768 Walnut St, Springfield, NY",560-182-9077
870,Laura Johnson,Physics,"984 High St, Fairview, NY",393-450-2129
871,Sarah Williams,Mathematics,"365 Walnut St, Fairview, FL",864-530-1392
872,Alex Wilson,Mathematics,"133 Birch St, Riverside, TX",341-218-7354
873,Alex Brown,Economics,"38 Walnut St, Greenville, CA",505-601-8291
874,Sarah Miller,Mechanical Engineering,"425 Walnut St, Fairview, CA",119-777-9040
875,Sarah Johnson,Mathematics,"599 Maple St, Springfield, IL",727-527-3603
876,Alex Brown,Computer Science,"261 Park Ave, Franklin, TX",397-764-3739
877,Sarah Smith,Biotechnology,"604 Park Ave, Fairview, NY",796-593-2770
878,Michael Smith,Civil Engineering,"153 Park Ave, Fairview, CA",856-283-5143
879,Katie Wilson,Mechanical Engineering,"504 Maple St, Riverside, TX",796-927-3895
880,Chris Jones,Economics,"739 Birch St, Franklin, NY",327-775-3961
881,Chris Williams,Chemistry,"937 Cedar St, Riverside, NY",106-847-5751
882,Katie Johnson,Computer Science,"52 Maple St, Springfield, NY",557-889-3588
883,Jane Jones,Chemical Engineering,"339 Oak St, Springfield, TX",426-112-6359
884,John Taylor,Mechanical Engineering,"348 Walnut St, Springfield, NY",633-344-3529
885,Jane Davis,Chemistry,"340 Birch St, Franklin, TX",754-167-8861
886,David Johnson,Economics,"222 Maple St, Fairview, IL",719-300-6269
887,Emily Taylor,Economics,"487 Pine St, Greenville, CA",857-993-9697
888,Laura Johnson,Mechanical Engineering,"603 Elm St, Fairview, IL",234-481-9584
889,Michael Johnson,Civil Engineering,"886 Birch St, Riverside, TX",234-247-3381
890,Laura Johnson,Mechanical Engineering,"59 Maple St, Springfield, IL",263-612-9891
891,David Moore,Economics,"149 Birch St, Greenville, NY",529-866-9390
892,Michael Moore,Mathematics,"531 Main St, Franklin, IL",891-890-2869
893,John Miller,Civil Engineering,"372 Oak St, Springfield, IL",797-163-7710
894,David Wilson,Chemical Engineering,"619 High St, Franklin, NY",554-168-3629
895,Laura Wilson,Chemistry,"201 Oak St, Fairview, NY",515-401-6380
896,Sarah Williams,Physics,"121 Birch St, Franklin, CA",284-115-4606
897,Chris Davis,Biotechnology,"414 Maple St, Springfield, NY",762-457-5267
898,John Davis,Physics,"992 Oak St, Riverside, FL",837-959-2372
899,Laura Moore,Mathematics,"513 Pine St, Fairview, FL",910-989-6392
900,Michael Miller,Chemistry,"44 High St, Springfield, CA",967-997-7862
901,David Williams,Chemistry,"137 Park Ave, Greenville, FL",964-755-4099
902,Alex Davis,Physics,"960 Pine St, Greenville, NY",803-158-1597
903,Laura Brown,Economics,"678 Elm St, Franklin, CA",666-848-6245
904,John Moore,Chemical Engineering,"262 High St, Franklin, TX",365-441-5556
905,Laura Jones,Chemical Engineering,"528 Elm St, Fairview, IL",497-478-7563
906,Chris Miller,Electrical Engineering,"758 Elm St, Greenville, IL",515-950-3534
907,Jane Davis,Civil Engineering,"482 Pine St, Greenville, FL",606-824-9927
908,Emily Smith,Physics,"567 Cedar St, Riverside, IL",493-528-2089
909,Katie Brown,Mechanical Engineering,"880 Birch St, Fairview, FL",601-311-8714
910,Sarah Williams,Physics,"154 Pine St, Greenville, NY",367-178-6119
911,David Taylor,Mechanical Engineering,"656 Park Ave, Franklin, FL",553-791-5702
912,Alex Williams,Computer Science,"678 Birch St, Springfield, CA",908-422-2775
913,Alex Williams,Civil Engineering,"437 Main St, Springfield, NY",499-141-6292
914,Jane Smith,Chemistry,"366 Park Ave, Fairview, TX",390-959-8147
915,Laura Williams,Chemistry,"972 High St, Greenville, NY",368-271-3002
916,David Moore,Civil Engineering,"824 Elm St, Riverside, FL",557-970-2381
917,John Brown,Economics,"355 Cedar St, Riverside, CA",211-370-5660
918,Jane Davis,Physics,"563 Walnut St, Fairview, NY",634-188-5751
919,Laura Jones,Biotechnology,"1 Oak St, Greenville, TX",905-617-2395
920,Laura Smith,Computer Science,"444 Birch St, Greenville, FL",532-790-5765
921,Laura Williams,Computer Science,"656 Main St, Fairview, TX",221-209-6166
922,Sarah Miller,Mathematics,"59 Maple St, Springfield, CA",190-655-5783
923,John Williams,Biotechnology,"137 Cedar St, Franklin, FL",283-238-4431
924,Alex Moore,Physics,"780 Pine St, Fairview, FL",473-979-2971
925,John Johnson,Electrical Engineering,"629 Main St, Franklin, NY",672-764-5530
926,Michael Brown,Computer Science,"82 Elm St, Fairview, TX",257-604-7931
927,Katie Wilson,Physics,"401 Pine St, Riverside, CA",274-462-8589
928,Chris Taylor,Economics,"484 Birch St, Fairview, NY",572-264-1922
929,Emily Brown,Physics,"354 Park Ave, Fairview, TX",315-869-4814
930,Laura Taylor,Physics,"968 High St, Riverside, FL",748-119-5932
931,Alex Moore,Mathematics,"862 Walnut St, Greenville, CA",510-262-4382
932,Jane Smith,Physics,"178 Walnut St, Franklin, CA",316-642-4784
933,David Brown,Computer Science,"321 Park Ave, Springfield, IL",217-839-6206
934,Laura Williams,Economics,"166 Pine St, Springfield, IL",849-991-1364
935,Alex Brown,Mechanical Engineering,"419 Walnut St, Franklin, IL",345-338-3740
936,Laura Moore,Biotechnology,"970 Park Ave, Franklin, IL",103-664-2301
937,John Wilson,Biotechnology,"726 Main St, Fairview, TX",219-738-8743
938,Jane Williams,Computer Science,"170 Pine St, Springfield, NY",612-242-4987
939,Sarah Smith,Mechanical Engineering,"999 Cedar St, Fairview, NY",443-517-2594
940,Jane Davis,Chemical Engineering,"963 Oak St, Riverside, NY",708-856-3203
941,Jane Williams,Computer Science,"189 Elm St, Springfield, NY",597-740-1942
942,Katie Davis,Mathematics,"182 Park Ave, Riverside, IL",366-327-7830
943,Emily Moore,Mathematics,"34 Pine St, Riverside, FL",680-795-5258
944,David Jones,Economics,"891 Oak St, Springfield, NY",389-104-4826
945,Michael Jones,Chemistry,"934 Park Ave, Riverside, TX",327-361-4029
946,Alex Jones,Mechanical Engineering,"763 Birch St, Fairview, FL",978-186-5502
947,Emily Miller,Computer Science,"213 High St, Riverside, IL",789-404-3506
948,Emily Johnson,Mathematics,"214 Birch St, Greenville, TX",113-313-7971
949,Sarah Jones,Chemical Engineering,"389 Park Ave, Springfield, FL",767-479-7237
950,Katie Jones,Mechanical Engineering,"998 Birch St, Fairview, IL",532-360-2363
951,Alex Taylor,Chemistry,"37 Oak St, Franklin, TX",623-790-6747
952,Chris Jones,Physics,"59 Main St, Riverside, FL",802-368-5564
953,Katie Miller,Civil Engineering,"773 Birch St, Franklin, CA",963-922-1555
954,Chris Miller,Physics,"698 High St, Fairview, TX",529-842-3600
955,David Miller,Economics,"411 Elm St, Franklin, FL",471-168-2685
956,Jane Johnson,Electrical Engineering,"71 Walnut St, Riverside, TX",175-572-5045
957,John Brown,Electrical Engineering,"967 High St, Franklin, TX",895-344-5316
958,Chris Williams,Civil Engineering,"30 High St, Franklin, FL",777-613-3608
959,Michael Smith,Physics,"302 Birch St, Fairview, IL",794-801-4338
960,Alex Brown,Civil Engineering,"968 Elm St, Fairview, IL",229-889-8474
961,David Williams,Computer Science,"682 Main St, Fairview, NY",318-735-5486
962,John Smith,Civil Engineering,"84 Main St, Greenville, CA",938-130-5496
963,John Miller,Biotechnology,"897 Cedar St, Franklin, FL",199-276-5543
964,Sarah Miller,Economics,"486 Pine St, Franklin, TX",692-707-7218
965,Alex Davis,Chemistry,"504 Maple St, Springfield, FL",944-730-1267
966,Katie Brown,Computer Science,"400 Pine St, Springfield, TX",754-130-4687
967,John Moore,Mechanical Engineering,"810 Main St, Fairview, IL",475-955-6868
968,John Davis,Economics,"393 Walnut St, Springfield, FL",976-562-3369
969,Michael Jones,Chemical Engineering,"466 Pine St, Greenville, FL",930-131-4401
970,Alex Wilson,Civil Engineering,"343 High St, Riverside, IL",752-903-7417
971,Emily Williams,Biotechnology,"951 Birch St, Franklin, FL",572-567-1774
972,Michael Jones,Electrical Engineering,"708 Elm St, Fairview, FL",498-495-5547
973,David Williams,Electrical Engineering,"998 Oak St, Greenville, CA",190-616-7232
974,David Smith,Civil Engineering,"138 Pine St, Fairview, TX",246-502-9157
975,Michael Jones,Mathematics,"54 Maple St, Fairview, NY",770-245-2042
976,Sarah Williams,Electrical Engineering,"770 High St, Greenville, FL",415-189-8032
977,Alex Brown,Economics,"279 High St, Fairview, FL",280-143-7785
978,David Taylor,Computer Science,"509 Park Ave, Springfield, CA",238-437-9934
979,Chris Johnson,Civil Engineering,"269 Walnut St, Franklin, IL",844-701-1064
980,Katie Johnson,Mechanical Engineering,"961 Elm St, Riverside, IL",356-110-1944
981,Katie Miller,Electrical Engineering,"643 Maple St, Franklin, NY",668-749-1080
982,Sarah Jones,Physics,"955 Oak St, Riverside, IL",229-572-9516
983,Laura Brown,Civil Engineering,"694 Elm St, Franklin, IL",395-484-3116
984,Laura Johnson,Chemistry,"228 Walnut St, Greenville, IL",143-706-9177
985,John Moore,Biotechnology,"940 Pine St, Riverside, FL",872-389-7787
986,Laura Davis,Computer Science,"845 High St, Springfield, CA",356-168-7591
987,John Davis,Electrical Engineering,"868 Walnut St, Greenville, FL",191-240-5378
988,Jane Wilson,Mathematics,"963 Cedar St, Franklin, TX",713-983-6313
989,Alex Taylor,Biotechnology,"851 Park Ave, Riverside, CA",654-878-9575
990,David Johnson,Physics,"620 Elm St, Greenville, NY",610-692-4791
991,Laura Williams,Electrical Engineering,"384 Maple St, Springfield, CA",151-190-1491
992,Michael Wilson,Biotechnology,"838 Maple St, Riverside, IL",287-875-4737
993,David Wilson,Civil Engineering,"962 Main St, Riverside, NY",749-436-7573
994,David Miller,Mechanical Engineering,"540 Cedar St, Fairview, FL",748-178-2184
995,Katie Williams,Chemical Engineering,"23 Cedar St, Fairview, FL",935-570-9703
996,Emily Williams,Economics,"315 Cedar St, Fairview, CA",511-133-7930
997,John Williams,Civil Engineering,"214 Cedar St, Greenville, IL",443-860-7992
998,Alex Wilson,Computer Science,"51 Walnut St, Greenville, FL",818-680-9749
999,John Taylor,Mechanical Engineering,"162 Elm St, Riverside, IL",936-984-8762
1000,David Wilson,Chemical Engineering,"843 Pine St, Greenville, CA",553-943-4538
1001,Michael Wilson,Mathematics,"110 Cedar St, Springfield, NY",262-842-4344
1002,Sarah Brown,Chemical Engineering,"386 High St, Fairview, FL",844-338-8180
1003,Alex Johnson,Electrical Engineering,"977 Cedar St, Riverside, IL",553-641-8707
1004,Sarah Miller,Chemistry,"510 Park Ave, Fairview, NY",250-553-7781
1005,Alex Davis,Chemical Engineering,"314 Cedar St, Greenville, NY",105-569-4100
1006,David Wilson,Physics,"608 Cedar St, Springfield, FL",574-899-3540
1007,Michael Johnson,Mathematics,"527 Birch St, Riverside, CA",954-490-2126
1008,Emily Brown,Biotechnology,"228 Oak St, Riverside, CA",461-445-3903
1009,Chris Jones,Chemical Engineering,"658 High St, Riverside, TX",229-721-2148
1010,John Wilson,Chemistry,"202 Walnut St, Fairview, TX",189-569-8291
1011,John Johnson,Economics,"348 Maple St, Franklin, IL",530-997-8476
1012,Chris Moore,Electrical Engineering,"120 Oak St, Riverside, FL",558-772-6887
1013,Chris Wilson,Chemistry,"721 Elm St, Franklin, FL",755-794-4225
1014,Katie Moore,Electrical Engineering,"826 Walnut St, Fairview, CA",139-191-3926
1015,Michael Moore,Chemical Engineering,"745 Oak St, Greenville, NY",215-552-4189
1016,Laura Wilson,Mechanical Engineering,"299 Oak St, Springfield, TX",449-448-6899
1017,John Moore,Chemical Engineering,"39 Main St, Riverside, TX",364-715-4845
1018,Emily Davis,Biotechnology,"121 High St, Fairview, FL",607-971-1011
1019,Jane Brown,Mechanical Engineering,"514 Cedar St, Franklin, FL",456-605-4373
1020,Michael Moore,Computer Science,"660 Main St, Franklin, FL",608-486-8471
1021,Katie Moore,Computer Science,"145 Maple St, Franklin, CA",469-498-1198
1022,Chris Taylor,Mathematics,"388 Walnut St, Fairview, TX",648-708-2000
1023,Emily Wilson,Economics,"545 Elm St, Fairview, FL",678-756-8396
1024,Alex Wilson,Biotechnology,"219 Walnut St, Springfield, IL",600-291-8371
1025,Chris Wilson,Electrical Engineering,"938 High St, Franklin, FL",542-183-4854
1026,Laura Johnson,Biotechnology,"775 Cedar St, Springfield, CA",971-940-1659
1027,Sarah Moore,Biotechnology,"881 Park Ave, Fairview, NY",276-574-5355
1028,David Johnson,Biotechnology,"614 Oak St, Franklin, IL",120-892-6266
1029,Jane Brown,Biotechnology,"424 Oak St, Franklin, FL",757-838-1204
1030,Katie Williams,Mathematics,"225 Park Ave, Riverside, NY",143-577-6867
1031,Jane Taylor,Computer Science,"946 Elm St, Springfield, IL",978-269-3420
1032,Chris Johnson,Mechanical Engineering,"119 Main St, Fairview, NY",984-549-2572
1033,Laura Smith,Economics,"517 Main St, Greenville, NY",926-762-1003
1034,Emily Johnson,Computer Science,"198 Elm St, Franklin, TX",983-404-9889
1035,Sarah Wilson,Physics,"764 Oak St, Greenville, FL",111-685-5975
1036,Laura Moore,Mechanical Engineering,"642 Pine St, Greenville, CA",309-245-4630
1037,Katie Wilson,Chemistry,"435 Elm St, Springfield, FL",369-244-8727
1038,Sarah Brown,Computer Science,"864 Walnut St, Greenville, IL",378-288-9422
1039,David Taylor,Mechanical Engineering,"475 Maple St, Fairview, IL",969-340-7940
1040,John Taylor,Mechanical Engineering,"314 Main St, Riverside, CA",816-533-9944
1041,David Taylor,Mechanical Engineering,"22 Park Ave, Franklin, NY",992-234-1688
1042,Sarah Miller,Economics,"689 Oak St, Franklin, CA",245-425-8329
1043,Chris Taylor,Mechanical Engineering,"515 Cedar St, Greenville, FL",935-343-6594
1044,John Brown,Mathematics,"62 Birch St, Riverside, CA",876-962-6867
1045,David Wilson,Civil Engineering,"383 Elm St, Franklin, CA",652-126-8590
1046,Sarah Moore,Electrical Engineering,"384 Park Ave, Springfield, TX",489-868-9675
1047,John Miller,Biotechnology,"88 Park Ave, Springfield, FL",217-458-9822
1048,Alex Taylor,Mathematics,"480 Park Ave, Franklin, TX",297-321-1513
1049,Alex Williams,Mechanical Engineering,"70 High St, Fairview, FL",612-657-8137
1050,Jane Taylor,Civil Engineering,"697 Pine St, Springfield, IL",588-561-2839
1051,Alex Moore,Economics,"967 Birch St, Greenville, CA",276-348-4942
1052,Michael Smith,Computer Science,"346 Cedar St, Greenville, IL",645-866-7199
1053,Jane Davis,Mechanical Engineering,"880 Birch St, Greenville, CA",945-755-8016
1054,Katie Taylor,Chemical Engineering,"102 Elm St, Riverside, CA",585-595-4641
1055,Katie Davis,Economics,"630 Maple St, Franklin, NY",903-605-6775
1056,Laura Smith,Civil Engineering,"298 Pine St, Franklin, TX",617-990-5422
1057,Katie Jones,Physics,"662 Elm St, Fairview, TX",201-896-3082
1058,Emily Wilson,Chemistry,"462 Cedar St, Franklin, CA",830-463-5374
1059,Jane Johnson,Mechanical Engineering,"407 Pine St, Greenville, FL",163-743-6895
1060,Katie Brown,Mechanical Engineering,"952 Main St, Fairview, TX",488-336-6045
1061,Chris Smith,Chemistry,"141 Elm St, Fairview, FL",656-309-5491
1062,Sarah Davis,Electrical Engineering,"789 Cedar St, Greenville, CA",215-821-5370
1063,Laura Taylor,Economics,"506 Elm St, Greenville, CA",485-215-8068
1064,Alex Johnson,Chemistry,"769 Maple St, Riverside, IL",848-652-8147
1065,Katie Taylor,Biotechnology,"902 Maple St, Franklin, NY",605-465-1905
1066,Alex Smith,Computer Science,"733 Oak St, Riverside, NY",173-239-5980
1067,Katie Taylor,Biotechnology,"425 Walnut St, Fairview, NY",569-944-8992
1068,Alex Taylor,Economics,"86 Park Ave, Fairview, TX",776-206-3250
1069,John Miller,Chemistry,"638 Maple St, Springfield, NY",530-831-4363
1070,Michael Miller,Computer Science,"455 High St, Fairview, FL",551-776-3629
1071,Chris Smith,Chemistry,"233 Elm St, Fairview, TX",854-544-7610
1072,John Taylor,Electrical Engineering,"676 Park Ave, Greenville, CA",727-424-7146
1073,Emily Smith,Electrical Engineering,"647 High St, Greenville, TX",765-593-7978
1074,Jane Taylor,Chemistry,"451 Park Ave, Riverside, NY",362-970-7405
1075,Sarah Davis,Mathematics,"121 Walnut St, Fairview, IL",743-197-1690
1076,Sarah Brown,Physics,"736 Birch St, Franklin, FL",570-355-2396
1077,Sarah Smith,Civil Engineering,"166 Elm St, Springfield, FL",574-400-5082
1078,Sarah Wilson,Civil Engineering,"766 Pine St, Greenville, NY",484-271-5760
1079,Jane Williams,Biotechnology,"819 Oak St, Springfield, TX",372-204-7140
1080,Michael Miller,Mechanical Engineering,"428 High St, Franklin, CA",699-435-4391
1081,Laura Miller,Mechanical Engineering,"518 Main St, Riverside, TX",770-650-9320
1082,Sarah Wilson,Mathematics,"800 Elm St, Riverside, CA",104-455-8451
1083,Chris Wilson,Chemical Engineering,"673 High St, Greenville, FL",942-350-6077
1084,Alex Williams,Mathematics,"822 Park Ave, Fairview, FL",905-977-1517
1085,Katie Brown,Electrical Engineering,"444 High St, Springfield, IL",114-706-6037
1086,John Brown,Physics,"949 Cedar St, Fairview, IL",909-835-1777
1087,Michael Taylor,Economics,"28 High St, Greenville, CA",342-349-1546
1088,Sarah Johnson,Electrical Engineering,"529 Maple St, Fairview, IL",884-761-7327
1089,Chris Johnson,Civil Engineering,"777 Cedar St, Greenville, CA",191-300-7060
1090,Alex Smith,Mechanical Engineering,"356 Maple St, Fairview, FL",854-355-7124
1091,Laura Johnson,Chemistry,"502 Cedar St, Fairview, TX",573-707-3780
1092,John Wilson,Chemical Engineering,"570 High St, Fairview, NY",833-877-5186
1093,Chris Moore,Mechanical Engineering,"188 Elm St, Greenville, TX",928-739-4694
1094,Katie Brown,Electrical Engineering,"583 Oak St, Greenville, CA",278-147-9888
1095,Chris Wilson,Chemical Engineering,"269 Maple St, Fairview, CA",207-238-2020
1096,Katie Wilson,Electrical Engineering,"66 Elm St, Greenville, CA",998-333-5430
1097,Sarah Miller,Civil Engineering,"372 High St, Fairview, FL",316-650-3203
1098,Sarah Wilson,Mechanical Engineering,"254 Cedar St, Fairview, TX",795-690-4637
1099,John Brown,Chemistry,"323 Birch St, Franklin, FL",868-560-4329
1100,Katie Smith,Mechanical Engineering,"207 High St, Springfield, IL",564-626-7242
1101,Chris Jones,Mathematics,"331 High St, Franklin, NY",463-600-6161
1102,Michael Smith,Physics,"241 High St, Riverside, IL",793-898-7074
1103,Laura Moore,Civil Engineering,"578 Elm St, Fairview, FL",597-594-2581
1104,Katie Taylor,Economics,"621 Pine St, Greenville, IL",896-746-9660
1105,Laura Jones,Chemical Engineering,"904 Pine St, Franklin, IL",145-125-9768
1106,Michael Moore,Computer Science,"479 Park Ave, Fairview, FL",888-133-2635
1107,Alex Smith,Mathematics,"809 Elm St, Fairview, IL",143-418-4608
1108,Emily Williams,Chemistry,"128 High St, Riverside, FL",939-429-4056
1109,David Brown,Chemical Engineering,"826 Birch St, Greenville, NY",258-321-5928
1110,Alex Wilson,Electrical Engineering,"144 Pine St, Greenville, FL",875-854-2915
1111,Laura Jones,Civil Engineering,"865 Oak St, Franklin, IL",348-444-1842
1112,Alex Taylor,Chemical Engineering,"317 Elm St, Riverside, NY",298-642-7092
1113,Chris Smith,Physics,"718 Main St, Fairview, FL",332-958-2288
1114,Laura Miller,Chemical Engineering,"813 Maple St, Greenville, CA",970-116-8715
1115,Jane Taylor,Civil Engineering,"351 Walnut St, Riverside, NY",706-501-3994
1116,Michael Williams,Mathematics,"742 Park Ave, Greenville, NY",286-152-1834
1117,John Jones,Computer Science,"447 Walnut St, Franklin, FL",994-534-9758
1118,Michael Smith,Computer Science,"994 Walnut St, Springfield, TX",159-627-4725
1119,John Brown,Physics,"95 Maple St, Greenville, IL",652-398-4699
1120,Chris Taylor,Chemical Engineering,"956 Birch St, Fairview, IL",599-586-4669
1121,John Johnson,Mechanical Engineering,"372 Cedar St, Riverside, FL",513-688-3488
1122,Chris Davis,Civil Engineering,"306 Cedar St, Franklin, NY",292-359-5851
1123,Emily Williams,Physics,"189 Pine St, Springfield, TX",425-341-7210
1124,John Williams,Computer Science,"98 Oak St, Riverside, CA",858-144-3886
1125,Katie Johnson,Physics,"179 Elm St, Fairview, FL",640-662-6046
1126,Michael Williams,Chemistry,"658 Park Ave, Greenville, CA",834-459-6881
1127,Alex Johnson,Mechanical Engineering,"89 High St, Fairview, TX",285-200-2983
1128,Laura Davis,Biotechnology,"628 Walnut St, Riverside, IL",812-533-3324
1129,David Moore,Electrical Engineering,"109 Pine St, Springfield, FL",298-369-2091
1130,Laura Taylor,Electrical Engineering,"30 Birch St, Fairview, TX",903-291-3735
1131,Alex Williams,Chemical Engineering,"367 High St, Springfield, TX",768-851-4170
1132,John Johnson,Chemical Engineering,"353 Cedar St, Franklin, FL",402-806-1363
1133,Laura Williams,Mechanical Engineering,"250 Walnut St, Greenville, FL",856-208-3995
1134,Emily Wilson,Chemical Engineering,"493 Park Ave, Franklin, IL",647-182-6404
1135,Alex Taylor,Mechanical Engineering,"269 High St, Springfield, NY",425-958-9348
1136,Sarah Johnson,Mechanical Engineering,"436 Park Ave, Springfield, IL",103-481-5010
1137,Sarah Taylor,Biotechnology,"280 Oak St, Springfield, CA",143-756-2408
1138,Alex Johnson,Civil Engineering,"326 High St, Springfield, IL",897-208-4216
1139,John Taylor,Mechanical Engineering,"331 Park Ave, Fairview, FL",143-920-9928
1140,David Moore,Chemical Engineering,"147 Birch St, Fairview, TX",582-721-7672
1141,Jane Smith,Economics,"340 Park Ave, Greenville, FL",952-555-2251
1142,David Davis,Economics,"503 Elm St, Riverside, FL",274-802-9604
1143,Sarah Miller,Biotechnology,"221 Park Ave, Fairview, FL",611-317-8048
1144,Sarah Moore,Biotechnology,"949 Elm St, Greenville, IL",805-761-3664
1145,Sarah Taylor,Biotechnology,"224 Birch St, Fairview, NY",398-361-6692
1146,Sarah Davis,Mechanical Engineering,"919 Walnut St, Greenville, CA",288-805-7872
1147,Chris Davis,Chemical Engineering,"408 Oak St, Riverside, CA",492-254-1363
1148,Emily Wilson,Mechanical Engineering,"890 Maple St, Greenville, FL",902-638-1246
1149,Alex Taylor,Physics,"457 Main St, Fairview, NY",773-370-4758
1150,Sarah Brown,Computer Science,"698 Cedar St, Springfield, FL",395-395-2667
1151,Katie Wilson,Mathematics,"826 Oak St, Franklin, CA",960-391-2816
1152,John Moore,Civil Engineering,"104 Walnut St, Greenville, NY",469-918-3606
1153,Emily Johnson,Mathematics,"914 Walnut St, Springfield, TX",874-901-9151
1154,David Smith,Mathematics,"994 Elm St, Fairview, IL",577-333-4659
1155,Alex Johnson,Civil Engineering,"902 Oak St, Springfield, NY",556-206-6276
1156,David Williams,Civil Engineering,"571 Birch St, Franklin, IL",776-200-9836
1157,Sarah Davis,Chemistry,"255 Main St, Riverside, NY",977-377-1543
1158,Laura Moore,Mathematics,"656 Main St, Fairview, CA",318-369-7765
1159,Chris Williams,Physics,"490 Elm St, Greenville, FL",338-796-9002
1160,Michael Johnson,Physics,"976 Oak St, Springfield, FL",377-766-7074
1161,John Davis,Biotechnology,"876 Birch St, Greenville, FL",915-113-3287
1162,Chris Miller,Mathematics,"4 Elm St, Fairview, NY",910-860-3535
1163,Laura Miller,Physics,"909 Elm St, Riverside, CA",391-953-5952
1164,Alex Moore,Civil Engineering,"805 Pine St, Fairview, NY",871-473-2745
1165,Jane Miller,Computer Science,"146 Oak St, Riverside, CA",575-733-9691
1166,Katie Miller,Mathematics,"345 High St, Franklin, CA",251-970-6692
1167,Katie Taylor,Computer Science,"614 Oak St, Greenville, FL",532-729-8758
1168,Michael Wilson,Biotechnology,"162 Pine St, Fairview, CA",494-667-3916
1169,Sarah Taylor,Civil Engineering,"59 Park Ave, Franklin, NY",580-772-2066
1170,John Wilson,Mathematics,"800 Walnut St, Springfield, NY",414-433-7068
1171,John Wilson,Economics,"291 Birch St, Riverside, TX",730-671-2247
1172,Emily Miller,Chemistry,"523 Maple St, Greenville, CA",946-619-5195
1173,Jane Wilson,Economics,"304 Birch St, Riverside, IL",170-778-2351
1174,Alex Wilson,Electrical Engineering,"181 Cedar St, Franklin, FL",998-693-6493
1175,Chris Johnson,Mathematics,"624 Park Ave, Franklin, TX",829-949-6625
1176,John Smith,Civil Engineering,"898 Maple St, Springfield, FL",792-693-1267
1177,Michael Miller,Biotechnology,"851 Pine St, Franklin, FL",661-561-4163
1178,John Johnson,Economics,"360 Elm St, Franklin, CA",515-628-6811
1179,Laura Davis,Chemical Engineering,"602 High St, Franklin, FL",696-787-9467
1180,David Jones,Economics,"720 Park Ave, Riverside, NY",201-187-5276
1181,Chris Taylor,Computer Science,"182 High St, Springfield, CA",264-112-7985
1182,Michael Moore,Chemistry,"456 Oak St, Riverside, TX",725-550-7213
1183,Alex Jones,Computer Science,"584 High St, Franklin, CA",818-740-2174
1184,Sarah Williams,Physics,"776 Main St, Franklin, CA",108-641-3712
1185,Chris Smith,Mathematics,"670 Park Ave, Springfield, TX",912-386-9974
1186,John Taylor,Mechanical Engineering,"5 High St, Springfield, IL",619-647-2664
1187,Alex Jones,Mechanical Engineering,"132 Oak St, Riverside, IL",556-793-9423
1188,Jane Smith,Mathematics,"111 Walnut St, Greenville, TX",152-415-5849
1189,Emily Taylor,Chemical Engineering,"314 High St, Fairview, IL",672-582-3904
1190,Katie Miller,Economics,"898 Elm St, Greenville, FL",135-440-5119
1191,John Williams,Chemical Engineering,"491 Elm St, Franklin, NY",967-813-8917
1192,John Miller,Physics,"842 Birch St, Springfield, FL",785-325-1616
1193,Chris Johnson,Chemistry,"953 Maple St, Fairview, IL",546-809-9958
1194,Chris Wilson,Biotechnology,"509 Cedar St, Springfield, IL",233-421-5208
1195,Michael Davis,Physics,"934 Elm St, Springfield, CA",218-164-9826
1196,Michael Jones,Economics,"275 Oak St, Springfield, TX",334-332-7826
1197,David Miller,Computer Science,"977 Cedar St, Riverside, TX",492-971-3386
1198,Emily Davis,Chemical Engineering,"885 Maple St, Greenville, IL",654-359-1351
